county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,flag,sars_cov2_normalized
Wilson,City of Wilson,49384.0,0.4,2022-11-08,5916.079783099622,0,2793445.7923907
Wilson,City of Wilson,49384.0,1.01,2022-11-09,,0,
Wilson,City of Wilson,49384.0,0.4,2022-11-10,,0,
Wilson,City of Wilson,49384.0,0.4,2022-11-11,0.0,0,136417.849605319
Wilson,City of Wilson,49384.0,0.4,2022-11-12,,0,
Wilson,City of Wilson,49384.0,,2022-11-13,,0,
Wilson,City of Wilson,49384.0,0.4,2022-11-14,,0,
Wilson,City of Wilson,49384.0,1.42,2022-11-15,8923.284148787367,0,4281782.17344263
Wilson,City of Wilson,49384.0,0.4,2022-11-16,,0,
Wilson,City of Wilson,49384.0,0.4,2022-11-17,,0,
Wilson,City of Wilson,49384.0,0.4,2022-11-18,4854.121959736902,0,2403636.0866043
Wilson,City of Wilson,49384.0,1.82,2022-11-19,,0,
Wilson,City of Wilson,49384.0,0.4,2022-11-20,,0,
Wilson,City of Wilson,49384.0,0.4,2022-11-21,,0,
Wilson,City of Wilson,49384.0,0.4,2022-11-22,7549.83443527075,0,3420191.49386902
Wilson,City of Wilson,49384.0,0.4,2022-11-23,,0,
Wilson,City of Wilson,49384.0,0.4,2022-11-24,,0,
Wilson,City of Wilson,49384.0,0.4,2022-11-25,,0,
Wilson,City of Wilson,49384.0,1.21,2022-11-26,,0,
Wilson,City of Wilson,49384.0,1.21,2022-11-27,,0,
Wilson,City of Wilson,49384.0,1.42,2022-11-28,,0,
Wilson,City of Wilson,49384.0,2.43,2022-11-29,9055.385138137433,0,4601993.1556705
Wilson,City of Wilson,49384.0,1.62,2022-11-30,,0,
Wilson,City of Wilson,49384.0,1.62,2022-12-01,,0,
Wilson,City of Wilson,49384.0,0.4,2022-12-02,23811.761799581316,0,13853477.9939143
Wilson,City of Wilson,49384.0,1.82,2022-12-03,,0,
Wilson,City of Wilson,49384.0,1.21,2022-12-04,,0,
Wilson,City of Wilson,49384.0,0.4,2022-12-05,,0,
Wilson,City of Wilson,49384.0,1.42,2022-12-06,24994.999499899986,0,12510994.3367932
Wilson,City of Wilson,49384.0,2.02,2022-12-07,,0,
Wilson,City of Wilson,49384.0,2.23,2022-12-08,,0,
Wilson,City of Wilson,49384.0,1.62,2022-12-09,22937.41484997822,0,12149209.7662435
Wilson,City of Wilson,49384.0,2.23,2022-12-10,,0,
Wilson,City of Wilson,49384.0,1.82,2022-12-11,,0,
Wilson,City of Wilson,49384.0,1.82,2022-12-12,,0,
Wilson,City of Wilson,49384.0,2.6300000000000003,2022-12-13,25377.155080899025,0,12507756.5746395
Wilson,City of Wilson,49384.0,1.62,2022-12-14,,0,
Wilson,City of Wilson,49384.0,2.83,2022-12-15,,0,
Wilson,City of Wilson,49384.0,2.6300000000000003,2022-12-16,31499.007920885375,0,16370128.3062857
Wilson,City of Wilson,49384.0,2.6300000000000003,2022-12-17,,0,
Wilson,City of Wilson,49384.0,1.42,2022-12-18,,0,
Wilson,City of Wilson,49384.0,2.43,2022-12-19,,0,
Wilson,City of Wilson,49384.0,4.66,2022-12-20,23828.816588324313,0,13151051.689956
Wilson,City of Wilson,49384.0,3.85,2022-12-21,,0,
Wilson,City of Wilson,49384.0,3.64,2022-12-22,,0,
Wilson,City of Wilson,49384.0,3.04,2022-12-23,87142.12528966689,0,49496201.3190476
Wilson,City of Wilson,49384.0,2.6300000000000003,2022-12-24,,0,
Wilson,City of Wilson,49384.0,2.02,2022-12-25,,0,
Wilson,City of Wilson,49384.0,1.82,2022-12-26,,0,
Wilson,City of Wilson,49384.0,3.24,2022-12-27,,0,
Wilson,City of Wilson,49384.0,4.25,2022-12-28,86023.25267042621,0,51432303.603137
Wilson,City of Wilson,49384.0,4.25,2022-12-29,,0,
Wilson,City of Wilson,49384.0,4.86,2022-12-30,130623.50477613123,0,73392354.5237371
Wilson,City of Wilson,49384.0,4.66,2022-12-31,,0,
Wilson,City of Wilson,49384.0,2.83,2023-01-01,,0,
Wilson,City of Wilson,49384.0,1.82,2023-01-02,,0,
Wilson,City of Wilson,49384.0,1.82,2023-01-03,,0,
Wilson,City of Wilson,49384.0,2.43,2023-01-04,93541.43466934857,0,54063092.719343
Wilson,City of Wilson,49384.0,5.0600000000000005,2023-01-05,,0,
Wilson,City of Wilson,49384.0,1.42,2023-01-06,41533.119314590454,0,24641152.937504105
Wilson,City of Wilson,49384.0,2.6300000000000003,2023-01-07,,0,
Wilson,City of Wilson,49384.0,1.82,2023-01-08,,0,
Wilson,City of Wilson,49384.0,1.01,2023-01-09,,0,
Wilson,City of Wilson,49384.0,3.24,2023-01-10,93374.24698491562,0,53250729.5187315
Wilson,City of Wilson,49384.0,2.43,2023-01-11,,0,
Wilson,City of Wilson,49384.0,3.85,2023-01-12,,0,
Wilson,City of Wilson,49384.0,1.42,2023-01-13,26247.618939629538,0,13982995.9157178
Wilson,City of Wilson,49384.0,1.62,2023-01-14,,0,
Wilson,City of Wilson,49384.0,1.62,2023-01-15,,0,
Wilson,City of Wilson,49384.0,1.21,2023-01-16,,0,
Wilson,City of Wilson,49384.0,0.4,2023-01-17,,0,
Wilson,City of Wilson,49384.0,2.02,2023-01-18,20627.651344736267,0,10957425.6035259
Wilson,City of Wilson,49384.0,2.6300000000000003,2023-01-19,,0,
Wilson,City of Wilson,49384.0,1.42,2023-01-20,26291.633650269796,0,13764606.1605938
Wilson,City of Wilson,49384.0,3.24,2023-01-21,,0,
Wilson,City of Wilson,49384.0,1.42,2023-01-22,,0,
Wilson,City of Wilson,49384.0,2.6300000000000003,2023-01-23,,0,
Wilson,City of Wilson,49384.0,1.62,2023-01-24,94406.037942496,0,75910311.4800083
Wilson,City of Wilson,49384.0,1.62,2023-01-25,,0,
Wilson,City of Wilson,49384.0,2.43,2023-01-26,,0,
Wilson,City of Wilson,49384.0,3.24,2023-01-27,2487.4685927665496,0,2501594.73872282
Wilson,City of Wilson,49384.0,1.21,2023-01-28,,0,
Wilson,City of Wilson,49384.0,0.4,2023-01-29,,0,
Wilson,City of Wilson,49384.0,2.43,2023-01-30,,0,
Wilson,City of Wilson,49384.0,2.43,2023-01-31,70710.67811865473,0,51491331.3832085
Wilson,City of Wilson,49384.0,2.6300000000000003,2023-02-01,,0,
Wilson,City of Wilson,49384.0,2.6300000000000003,2023-02-02,,0,
Wilson,City of Wilson,49384.0,3.04,2023-02-03,29862.183443278267,0,27788541.9116128
Wilson,City of Wilson,49384.0,1.42,2023-02-04,,0,
Wilson,City of Wilson,49384.0,1.42,2023-02-05,,0,
Wilson,City of Wilson,49384.0,1.01,2023-02-06,,0,
Wilson,City of Wilson,49384.0,2.43,2023-02-07,109544.51150103328,0,103365162.038743
Wilson,City of Wilson,49384.0,2.6300000000000003,2023-02-08,,0,
Wilson,City of Wilson,49384.0,1.62,2023-02-09,,0,
Wilson,City of Wilson,49384.0,2.23,2023-02-10,25867.45058949572,0,21434079.4398704
Wilson,City of Wilson,49384.0,2.02,2023-02-11,,0,
Wilson,City of Wilson,49384.0,1.21,2023-02-12,,0,
Wilson,City of Wilson,49384.0,1.42,2023-02-13,,0,
Wilson,City of Wilson,49384.0,2.02,2023-02-14,28912.58376555097,0,44678948.7051698
Wilson,City of Wilson,49384.0,2.6300000000000003,2023-02-15,,0,
Wilson,City of Wilson,49384.0,3.04,2023-02-16,,0,
Wilson,City of Wilson,49384.0,3.04,2023-02-17,12737.739202857008,0,11823934.3495782
Wilson,City of Wilson,49384.0,3.04,2023-02-18,,0,
Wilson,City of Wilson,49384.0,0.4,2023-02-19,,0,
Wilson,City of Wilson,49384.0,0.4,2023-02-20,,0,
Wilson,City of Wilson,49384.0,1.42,2023-02-21,11739.35688187391,0,9304442.53868203
Wilson,City of Wilson,49384.0,1.21,2023-02-22,,0,
Wilson,City of Wilson,49384.0,2.23,2023-02-23,,0,
Wilson,City of Wilson,49384.0,1.21,2023-02-24,4609.7722286464505,0,3363891.11213975
Wilson,City of Wilson,49384.0,1.62,2023-02-25,,0,
Wilson,City of Wilson,49384.0,1.21,2023-02-26,,0,
Wilson,City of Wilson,49384.0,1.82,2023-02-27,,0,
Wilson,City of Wilson,49384.0,0.4,2023-02-28,18371.173070873843,0,12307613.0905014
Wilson,City of Wilson,49384.0,1.42,2023-03-01,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-02,,0,
Wilson,City of Wilson,49384.0,1.21,2023-03-03,14374.456511465065,0,9321532.32950161
Wilson,City of Wilson,49384.0,0.4,2023-03-04,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-05,,0,
Wilson,City of Wilson,49384.0,,2023-03-06,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-07,4723.610906922803,0,3265924.7059398
Wilson,City of Wilson,49384.0,0.4,2023-03-08,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-09,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-10,7322.9092579384105,0,4653328.33396343
Wilson,City of Wilson,49384.0,0.4,2023-03-11,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-12,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-13,,0,
Wilson,City of Wilson,49384.0,1.21,2023-03-14,0.0,0,1014291.76878714
Wilson,City of Wilson,49384.0,1.21,2023-03-15,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-16,,0,
Wilson,City of Wilson,49384.0,,2023-03-17,10318.217536474025,0,6683237.61944568
Wilson,City of Wilson,49384.0,0.4,2023-03-18,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-19,,0,
Wilson,City of Wilson,49384.0,1.21,2023-03-20,,0,
Wilson,City of Wilson,49384.0,1.01,2023-03-21,7540.508388696353,0,4670221.74941144
Wilson,City of Wilson,49384.0,0.4,2023-03-22,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-23,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-24,4954.391087636304,0,2946982.25537733
Wilson,City of Wilson,49384.0,0.4,2023-03-25,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-26,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-27,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-28,11903.467063003116,0,7208187.57776418
Wilson,City of Wilson,49384.0,0.4,2023-03-29,,0,
Wilson,City of Wilson,49384.0,0.4,2023-03-30,,0,
Wilson,City of Wilson,49384.0,,2023-03-31,231418.25279134762,0,165857354.932529
Wilson,City of Wilson,49384.0,0.4,2023-04-01,,0,
Wilson,City of Wilson,49384.0,,2023-04-02,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-03,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-04,10305.619998452308,0,6177409.49756083
Wilson,City of Wilson,49384.0,0.4,2023-04-05,,0,
Wilson,City of Wilson,49384.0,,2023-04-06,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-07,2393.2354861149797,0,1441894.52794098
Wilson,City of Wilson,49384.0,0.4,2023-04-08,,0,
Wilson,City of Wilson,49384.0,,2023-04-09,,0,
Wilson,City of Wilson,49384.0,,2023-04-10,,0,
Wilson,City of Wilson,49384.0,,2023-04-11,3147.4086378717993,0,3594718.73078767
Wilson,City of Wilson,49384.0,0.4,2023-04-12,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-13,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-14,4542.489745613083,0,3753515.6439982895
Wilson,City of Wilson,49384.0,,2023-04-15,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-16,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-17,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-18,0.0,0,214989.065154293
Wilson,City of Wilson,49384.0,0.4,2023-04-19,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-20,,0,
Wilson,City of Wilson,49384.0,,2023-04-21,2909.375156283564,0,1940191.03017947
Wilson,City of Wilson,49384.0,0.4,2023-04-22,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-23,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-24,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-25,0.0,0,392932.986958764
Wilson,City of Wilson,49384.0,,2023-04-26,,0,
Wilson,City of Wilson,49384.0,0.4,2023-04-27,,0,
Wilson,City of Wilson,49384.0,,2023-04-28,8870.05877009843,0,5690854.33176589
Wilson,City of Wilson,49384.0,0.4,2023-04-29,,0,
Wilson,City of Wilson,49384.0,,2023-04-30,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-01,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-02,0.0,0,270558.272672987
Wilson,City of Wilson,49384.0,0.4,2023-05-03,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-04,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-05,0.0,0,257349.198754609
Wilson,City of Wilson,49384.0,,2023-05-06,,0,
Wilson,City of Wilson,49384.0,,2023-05-07,,0,
Wilson,City of Wilson,49384.0,,2023-05-08,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-09,0.0,0,191303.829162718
Wilson,City of Wilson,49384.0,0.4,2023-05-10,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-11,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-12,0.0,0,383531.14656894107
Wilson,City of Wilson,49384.0,,2023-05-13,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-14,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-15,,0,
Wilson,City of Wilson,49384.0,,2023-05-16,0.0,0,1168520.72022345
Wilson,City of Wilson,49384.0,,2023-05-17,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-18,,0,
Wilson,City of Wilson,49384.0,0.4,2023-05-19,0.0,0,1324986.06977348
Wilson,City of Wilson,49384.0,,2023-05-20,,0,
Wilson,City of Wilson,49384.0,,2023-05-21,,0,
Wilson,City of Wilson,49384.0,,2023-05-22,,0,
Wilson,City of Wilson,49384.0,,2023-05-23,0.0,0,188343.174663772
Wilson,City of Wilson,49384.0,,2023-05-24,,0,
Wilson,City of Wilson,49384.0,,2023-05-25,,0,
Wilson,City of Wilson,49384.0,,2023-05-26,4466.162636145267,0,2776392.75205793
Wilson,City of Wilson,49384.0,,2023-05-27,,0,
Wilson,City of Wilson,49384.0,,2023-05-28,,0,
Wilson,City of Wilson,49384.0,,2023-05-29,,0,
Wilson,City of Wilson,49384.0,,2023-05-30,,0,
Wilson,City of Wilson,49384.0,,2023-05-31,0.0,0,728751.3494643
Wilson,City of Wilson,49384.0,,2023-06-01,,0,
Wilson,City of Wilson,49384.0,,2023-06-02,2490.8636455554924,0,1712647.2083601
Wilson,City of Wilson,49384.0,,2023-06-03,,0,
Wilson,City of Wilson,49384.0,,2023-06-04,,0,
Wilson,City of Wilson,49384.0,,2023-06-05,,0,
Wilson,City of Wilson,49384.0,,2023-06-06,0.0,0,172856.674207742
Wilson,City of Wilson,49384.0,,2023-06-07,,0,
Wilson,City of Wilson,49384.0,,2023-06-08,,0,
Wilson,City of Wilson,49384.0,,2023-06-09,3390.9264342506813,0,2032593.9791702
Wilson,City of Wilson,49384.0,,2023-06-10,,0,
Wilson,City of Wilson,49384.0,,2023-06-11,,0,
Wilson,City of Wilson,49384.0,,2023-06-12,,0,
Wilson,City of Wilson,49384.0,,2023-06-13,0.0,0,360369.951514662
Wilson,City of Wilson,49384.0,,2023-06-14,,0,
Wilson,City of Wilson,49384.0,,2023-06-15,,0,
Wilson,City of Wilson,49384.0,,2023-06-16,0.0,0,1215047.6748287
Wilson,City of Wilson,49384.0,,2023-06-17,,0,
Wilson,City of Wilson,49384.0,,2023-06-18,,0,
Wilson,City of Wilson,49384.0,,2023-06-19,,0,
Wilson,City of Wilson,49384.0,,2023-06-20,0.0,0,674636.081262669
Wilson,City of Wilson,49384.0,,2023-06-21,,0,
Wilson,City of Wilson,49384.0,,2023-06-22,,0,
Wilson,City of Wilson,49384.0,,2023-06-23,0.0,0,971836.1366122031
Wilson,City of Wilson,49384.0,,2023-06-24,,0,
Wilson,City of Wilson,49384.0,,2023-06-25,,0,
Wilson,City of Wilson,49384.0,,2023-06-26,,0,
Wilson,City of Wilson,49384.0,,2023-06-27,0.0,0,165113.423979727
Wilson,City of Wilson,49384.0,,2023-06-28,,0,
Wilson,City of Wilson,49384.0,,2023-06-29,,0,
Wilson,City of Wilson,49384.0,,2023-06-30,7040.000000000005,0,3869165.6957719
Wilson,City of Wilson,49384.0,,2023-07-01,,0,
Wilson,City of Wilson,49384.0,,2023-07-02,,0,
Wilson,City of Wilson,49384.0,,2023-07-03,,0,
Wilson,City of Wilson,49384.0,,2023-07-04,4880.000000000006,0,2543631.81597278
Wilson,City of Wilson,49384.0,,2023-07-05,,0,
Wilson,City of Wilson,49384.0,,2023-07-06,,0,
Wilson,City of Wilson,49384.0,,2023-07-07,10503.599383068658,0,6827465.51287025
Wilson,City of Wilson,49384.0,,2023-07-08,,0,
Wilson,City of Wilson,49384.0,,2023-07-09,,0,
Wilson,City of Wilson,49384.0,,2023-07-10,,0,
Wilson,City of Wilson,49384.0,,2023-07-11,16567.800095365707,0,11747138.5863685
Wilson,City of Wilson,49384.0,,2023-07-12,,0,
Wilson,City of Wilson,49384.0,,2023-07-13,,0,
Wilson,City of Wilson,49384.0,,2023-07-14,14109.67044264323,0,8457638.86238068
Wilson,City of Wilson,49384.0,,2023-07-15,,0,
Wilson,City of Wilson,49384.0,,2023-07-16,,0,
Wilson,City of Wilson,49384.0,,2023-07-17,,0,
Wilson,City of Wilson,49384.0,,2023-07-18,8415.343130259176,0,5199150.44296494
Wilson,City of Wilson,49384.0,,2023-07-19,,0,
Wilson,City of Wilson,49384.0,,2023-07-20,,0,
Wilson,City of Wilson,49384.0,,2023-07-21,21621.37830944181,0,13706115.873414
Wilson,City of Wilson,49384.0,,2023-07-22,,0,
Wilson,City of Wilson,49384.0,,2023-07-23,,0,
Wilson,City of Wilson,49384.0,,2023-07-24,,0,
Wilson,City of Wilson,49384.0,,2023-07-25,,0,
Wilson,City of Wilson,49384.0,,2023-07-26,11838.310690297007,0,6179628.38499942
Wilson,City of Wilson,49384.0,,2023-07-27,,0,
Wilson,City of Wilson,49384.0,,2023-07-28,15998.99996874804,0,9087335.43879369
Wilson,City of Wilson,49384.0,,2023-07-29,,0,
Wilson,City of Wilson,49384.0,,2023-07-30,,0,
Wilson,City of Wilson,49384.0,,2023-07-31,,0,
Wilson,City of Wilson,49384.0,,2023-08-01,20632.934837293546,0,10675550.8433574
Wilson,City of Wilson,49384.0,,2023-08-02,,0,
Wilson,City of Wilson,49384.0,,2023-08-03,,0,
Wilson,City of Wilson,49384.0,,2023-08-04,9116.249228712442,0,4646900.23837573
Wilson,City of Wilson,49384.0,,2023-08-05,,0,
Wilson,City of Wilson,49384.0,,2023-08-06,,0,
Wilson,City of Wilson,49384.0,,2023-08-07,,0,
Wilson,City of Wilson,49384.0,,2023-08-08,24762.148533598614,0,12185654.6638449
Wilson,City of Wilson,49384.0,,2023-08-09,,0,
Wilson,City of Wilson,49384.0,,2023-08-10,,0,
Wilson,City of Wilson,49384.0,,2023-08-11,31581.15894010226,0,15541345.1383638
Wilson,City of Wilson,49384.0,,2023-08-12,,0,
Wilson,City of Wilson,49384.0,,2023-08-13,,0,
Wilson,City of Wilson,49384.0,,2023-08-14,,0,
Wilson,City of Wilson,49384.0,,2023-08-15,41804.468660658815,0,20732539.5426116
Wilson,City of Wilson,49384.0,,2023-08-16,,0,
Wilson,City of Wilson,49384.0,,2023-08-17,,0,
Wilson,City of Wilson,49384.0,,2023-08-18,42409.140524184164,0,25095871.6865929
Wilson,City of Wilson,49384.0,,2023-08-19,,0,
Wilson,City of Wilson,49384.0,,2023-08-20,,0,
Wilson,City of Wilson,49384.0,,2023-08-21,,0,
Wilson,City of Wilson,49384.0,,2023-08-22,60114.89000239458,0,29030072.4743824
Wilson,City of Wilson,49384.0,,2023-08-23,,0,
Wilson,City of Wilson,49384.0,,2023-08-24,,0,
Wilson,City of Wilson,49384.0,,2023-08-25,50884.5359613311,0,25820777.8728639
Wilson,City of Wilson,49384.0,,2023-08-26,,0,
Wilson,City of Wilson,49384.0,,2023-08-27,,0,
Wilson,City of Wilson,49384.0,,2023-08-28,,0,
Wilson,City of Wilson,49384.0,,2023-08-29,73841.19717339372,0,35092631.2213877
Wilson,City of Wilson,49384.0,,2023-08-30,,0,
Wilson,City of Wilson,49384.0,,2023-08-31,,0,
Wilson,City of Wilson,49384.0,,2023-09-01,30188.792622428642,0,18026388.0420583
Wilson,City of Wilson,49384.0,,2023-09-02,,0,
Wilson,City of Wilson,49384.0,,2023-09-03,,0,
Wilson,City of Wilson,49384.0,,2023-09-04,,0,
Wilson,City of Wilson,49384.0,,2023-09-05,,0,
Wilson,City of Wilson,49384.0,,2023-09-06,40906.55693162161,0,18750792.3627406
Wilson,City of Wilson,49384.0,,2023-09-07,,0,
Wilson,City of Wilson,49384.0,,2023-09-08,89699.9732441433,0,43454514.852992
Wilson,City of Wilson,49384.0,,2023-09-09,,0,
Wilson,City of Wilson,49384.0,,2023-09-10,,0,
Wilson,City of Wilson,49384.0,,2023-09-11,,0,
Wilson,City of Wilson,49384.0,,2023-09-12,45580.30715122492,0,21207596.524578705
Wilson,City of Wilson,49384.0,,2023-09-13,,0,
Wilson,City of Wilson,49384.0,,2023-09-14,,0,
Wilson,City of Wilson,49384.0,,2023-09-15,5082.833855242568,0,2777927.82349098
Wilson,City of Wilson,49384.0,,2023-09-16,,0,
Wilson,City of Wilson,49384.0,,2023-09-17,,0,
Wilson,City of Wilson,49384.0,,2023-09-18,,0,
Wilson,City of Wilson,49384.0,,2023-09-19,40808.33248247228,0,20457478.8602714
Wilson,City of Wilson,49384.0,,2023-09-20,,0,
Wilson,City of Wilson,49384.0,,2023-09-21,,0,
Wilson,City of Wilson,49384.0,,2023-09-22,48532.84248836046,0,23809003.3313383
Wilson,City of Wilson,49384.0,,2023-09-23,,0,
Wilson,City of Wilson,49384.0,,2023-09-24,,0,
Wilson,City of Wilson,49384.0,,2023-09-25,,0,
Wilson,City of Wilson,49384.0,,2023-09-26,49347.10123198722,0,26553652.7896691
Wilson,City of Wilson,49384.0,,2023-09-27,,0,
Wilson,City of Wilson,49384.0,,2023-09-28,,0,
Wilson,City of Wilson,49384.0,,2023-09-29,37790.40618993137,0,18944573.0497232
Wilson,City of Wilson,49384.0,,2023-09-30,,0,
Wilson,City of Wilson,49384.0,,2023-10-01,,0,
Wilson,City of Wilson,49384.0,,2023-10-02,,0,
Wilson,City of Wilson,49384.0,,2023-10-03,20702.695476676472,0,10426001.3630971
Wilson,City of Wilson,49384.0,,2023-10-04,,0,
Wilson,City of Wilson,49384.0,,2023-10-05,,0,
Wilson,City of Wilson,49384.0,,2023-10-06,21118.939367307263,0,10489930.7946887
Wilson,City of Wilson,49384.0,,2023-10-07,,0,
Wilson,City of Wilson,49384.0,,2023-10-08,,0,
Wilson,City of Wilson,49384.0,,2023-10-09,,0,
Wilson,City of Wilson,49384.0,,2023-10-10,30016.36220463768,0,13022669.0059574
Wilson,City of Wilson,49384.0,,2023-10-11,,0,
Wilson,City of Wilson,49384.0,,2023-10-12,,0,
Wilson,City of Wilson,49384.0,,2023-10-13,33052.685216181795,0,14948040.7468465
Wilson,City of Wilson,49384.0,,2023-10-14,,0,
Wilson,City of Wilson,49384.0,,2023-10-15,,0,
Wilson,City of Wilson,49384.0,,2023-10-16,,0,
Wilson,City of Wilson,49384.0,,2023-10-17,31813.38711926165,0,15070369.4479131
Wilson,City of Wilson,49384.0,,2023-10-18,,0,
Wilson,City of Wilson,49384.0,,2023-10-19,,0,
Wilson,City of Wilson,49384.0,,2023-10-20,4521.946483540029,0,2187158.67367122
Wilson,City of Wilson,49384.0,,2023-10-21,,0,
Wilson,City of Wilson,49384.0,,2023-10-22,,0,
Wilson,City of Wilson,49384.0,,2023-10-23,,0,
Wilson,City of Wilson,49384.0,,2023-10-24,23186.202793903096,0,10805844.7371765
Wilson,City of Wilson,49384.0,,2023-10-25,,0,
Wilson,City of Wilson,49384.0,,2023-10-26,,0,
Wilson,City of Wilson,49384.0,,2023-10-27,14890.211549873957,0,7030838.04255427
Wilson,City of Wilson,49384.0,,2023-10-28,,0,
Wilson,City of Wilson,49384.0,,2023-10-29,,0,
Wilson,City of Wilson,49384.0,,2023-10-30,,0,
Wilson,City of Wilson,49384.0,,2023-10-31,93541.40901226591,0,42375701.6357409
Wilson,City of Wilson,49384.0,,2023-11-01,,0,
Wilson,City of Wilson,49384.0,,2023-11-02,,0,
Wilson,City of Wilson,49384.0,,2023-11-03,31576.396247830417,0,14788675.7670185
Wilson,City of Wilson,49384.0,,2023-11-04,,0,
Wilson,City of Wilson,49384.0,,2023-11-05,,0,
Wilson,City of Wilson,49384.0,,2023-11-06,,0,
Wilson,City of Wilson,49384.0,,2023-11-07,10406.497970018549,0,4714304.15371041
Wilson,City of Wilson,49384.0,,2023-11-08,,0,
Wilson,City of Wilson,49384.0,,2023-11-09,,0,
Wilson,City of Wilson,49384.0,,2023-11-10,43163.929385541385,0,20017132.4050495
Wilson,City of Wilson,49384.0,,2023-11-11,,0,
Wilson,City of Wilson,49384.0,,2023-11-12,,0,
Wilson,City of Wilson,49384.0,,2023-11-13,,0,
Wilson,City of Wilson,49384.0,,2023-11-14,9296.364880962885,0,4018997.89930014
Wilson,City of Wilson,49384.0,,2023-11-15,,0,
Wilson,City of Wilson,49384.0,,2023-11-16,,0,
Wilson,City of Wilson,49384.0,,2023-11-17,28468.719676163873,0,13027700.9563631
Wilson,City of Wilson,49384.0,,2023-11-18,,0,
Wilson,City of Wilson,49384.0,,2023-11-19,,0,
Wilson,City of Wilson,49384.0,,2023-11-20,,0,
Wilson,City of Wilson,49384.0,,2023-11-21,90212.0767968459,0,39138720.6902715
Wilson,City of Wilson,49384.0,,2023-11-22,,0,
Wilson,City of Wilson,49384.0,,2023-11-23,,0,
Wilson,City of Wilson,49384.0,,2023-11-24,,0,
Wilson,City of Wilson,49384.0,,2023-11-25,,0,
Wilson,City of Wilson,49384.0,,2023-11-26,,0,
Wilson,City of Wilson,49384.0,,2023-11-27,,0,
Wilson,City of Wilson,49384.0,,2023-11-28,78482.70637535381,0,36275783.1156038
Wilson,City of Wilson,49384.0,,2023-11-29,,0,
Wilson,City of Wilson,49384.0,,2023-11-30,,0,
Wilson,City of Wilson,49384.0,,2023-12-01,0.0,0,1648714.54364155
Wilson,City of Wilson,49384.0,,2023-12-02,,0,
Wilson,City of Wilson,49384.0,,2023-12-03,,0,
Wilson,City of Wilson,49384.0,,2023-12-04,,0,
Wilson,City of Wilson,49384.0,,2023-12-05,86276.3467005876,0,40870103.3473694
Wilson,City of Wilson,49384.0,,2023-12-06,,0,
Wilson,City of Wilson,49384.0,,2023-12-07,,0,
Wilson,City of Wilson,49384.0,,2023-12-08,0.0,0,1098364.97349444
Wilson,City of Wilson,49384.0,,2023-12-09,,0,
Wilson,City of Wilson,49384.0,,2023-12-10,,0,
Wilson,City of Wilson,49384.0,,2023-12-11,,0,
Wilson,City of Wilson,49384.0,,2023-12-12,34468.94254252663,0,17411608.3005054
Wilson,City of Wilson,49384.0,,2023-12-13,,0,
Wilson,City of Wilson,49384.0,,2023-12-14,,0,
Wilson,City of Wilson,49384.0,,2023-12-15,0.0,0,1778353.31897449
Wilson,City of Wilson,49384.0,,2023-12-16,,0,
Wilson,City of Wilson,49384.0,,2023-12-17,,0,
Wilson,City of Wilson,49384.0,,2023-12-18,,0,
Wilson,City of Wilson,49384.0,,2023-12-19,11064.91753245365,0,24079035.5440722
Wilson,City of Wilson,49384.0,,2023-12-20,,0,
